"title","date","text","url"
"Республіканці здобули більшість у Палаті представників","2024-11-14 00:02:30","Республіканська партія США здобула більшість у Палаті представників. Вони контролюватимуть обидві палати Конгресу. Про це пише CNN. За оцінками, республіканці матимуть не менш ніж мінімальну більшість у 218 мандатів у нижній палаті Конгресу, тоді як Демократична партія — щонайменше 211. У деяких округах результати голосування ще не визначили, але це не вплине на підсумок. Таким чином, у січні 2025 року Республіканська партія отримає всю повноту влади у США: їхню партію представлятиме президент, також вони контролюватимуть і Сенат, і Палату представників. Це дозволить обраному президенту Дональду Трампу принаймні наступні два роки просувати свою політику та швидко домогтися ключових призначень. Чинного спікера Палати представників, республіканця Майка Джонсона вже одноголосно переобрали на засіданні партії. Уже в січні 2025 року буде нове скликання Палати — тоді за його кандидатуру знову мають проголосувати вже в залі. Наразі, за президентства представника Демократичної партії Джо Байдена, демократи мають більшість у Сенаті, а республіканці — у Палаті представників. Наприкінці 2023 року Палата представників, де республіканці мали більшість, заблокувала пакет військової допомоги Україні на майже $61 мільярд. Рішення ухвалили лише у квітні 2024 — така затримка негативно вплинула на ситуацію в Україні, зокрема на фронті, адже військова допомога США вичерпалася ще наприкінці 2023 року. Допомогу Україні у США ухвалюють у кілька етапів. Обидві палати Конгресу США повинні схвалити закон, перш ніж президент Джо Байден зможе його підписати.","https://babel.ua/news/112629-respublikanci-zdobuli-bilshist-u-palati-predstavnikiv"
"У МЗС України спростували заяви про розробку ядерної зброї","2024-11-13 23:36:44","Речник Міністерства закордонних справ України Георгій Тихий спростував інформацію медіа про те, що Україна за кілька місяців нібито «може розробити елементарну ядерну зброю». «Україна дотримується ДНЯЗ; ми не володіємо, не розробляємо і не маємо наміру створювати ядерну зброю. Україна тісно співпрацює з МАГАТЕ і повністю прозора для її моніторингу, що унеможливлює використання ядерних матеріалів у військових цілях», — заявив Тихий. Раніше британське видання The Times із посиланням на документи, нібито підготовлені для Міністерства оборони України, написало, що Україна може створити «елементарну ядерну зброю» за кілька місяців, якщо США не надаватиме або скоротить військову допомогу Києву. Ішлося, зокрема, про створення бомби з плутонію за технологією, подібною до тієї, що використали для бомби «Товстун», яку американці скинули на японське місто Нагасакі в 1945 році. «Створити просту атомну бомбу, як це зробили США в рамках Мангеттенського проєкту, через 80 років не буде складним завданням», — написало The Times із посиланням на нібито український документ. При цьому видання зазначило, що, найімовірніше, щоб не витрачати час на будівництво та експлуатацію великих обʼєктів для збагачення урану, Україні довелося б використати плутоній, видобуваний із відпрацьованих паливних стрижнів ядерних реакторів. Президент України Володимир Зеленський раніше говорив, що Україна не хоче повертати собі ядерну зброю, але в обмін на це має отримати «безпекову парасольку» — тобто членство в НАТО. На цьому він також наполягав і під час розмови з обраним президентом США Дональдом Трампом.","https://babel.ua/news/112628-u-mzs-ukrajini-sprostuvali-zayavi-pro-rozrobku-yadernoji-zbroji"
"Трамп висунув кандидатів на посади голови Нацрозвідки та генпрокурора США. Вони проти підтримки України","2024-11-13 22:56:23","Новообраний президент США Дональд Трамп висуває колишню конгресвумен Тулсі Габбард на посаду директора Нацрозвідки, а конгресмена Метта Гейтса — у генпрокурори США. Тулсі Габбард. Тулсі Габбард — колишня конгресвумен від Демократичної партії. У 2020 році вона намагалась отримати номінацію в президенти від демократів, яку зрештою виграв Джо Байден. Під час виборів вона приєдналась до команди Трампа, який обрав її за «безстрашний дух». Габбард послідовно виступає проти підтримки України. Також вона неодноразово говорила про нібито існування біолабораторій в Україні, повторюючи наративи російської пропаганди. Вона критикувала політику президента Джо Байдена, звинувачуючи демократів у затягуванні конфлікту і критикуючи поставки зброї Києву. Метт Гейтс Ультраправий республіканець Метт Гейтс — конгресмен від штату Флорида. Він послідовно виступає проти надання американської допомоги Україні, вважаючи, що ці ресурси слід спрямувати на внутрішні потреби США. Найбільше він відомий тим, що ініціював відставку спікера Палати представників Кевіна Маккарті у 2023 році — уперше в історії Штатів. Серед названих причин, чому деякі однопартійці домагалися звільнення спікера Маккарті, — співпраця з демократами для погодження короткострокової резолюції про фінансування уряду США і відмова блокувати допомогу Україні. Трамп поступово збирає свою команду в Білому домі. 11 листопада він повідомив, що обрав представницю Республіканської партії Еліз Стефанік на посаду посла США в ООН. 12 листопада Трамп офіційно призначив представника Республіканської партії Майка Волтца своїм радником з національної безпеки. Засновник Tesla і Space X Ілон Маск і мільйонер Вівек Рамасвамі, який висувався в кандидати у президенти на праймеріз республіканців, очолять новий департамент ефективності уряду США (DOGE). На посаду голови Пентагону Трамп пропонує Піта Хегсета — ведучого Fox News і ветерана армії США, який служив в Іраку й Афганістані. А секретарем Департаменту внутрішньої безпеки республіканець планує призначити губернаторку Південної Дакоти Крісті Ноем. Також він уже обрав Марка Рубіо на посаду держсекретаря США.","https://babel.ua/news/112627-tramp-visunuv-kandidativ-na-posadi-golovi-nacrozvidki-ta-genprokurora-ssha-voni-proti-pidtrimki-ukrajini"
"Трамп обрав Марка Рубіо на посаду держсекретаря США","2024-11-13 22:22:12","Новообраний президент США Дональд Трамп призначить сенатора від штату Флорида Марко Рубіо на посаду державного секретаря. Про це повідомив сам Трамп. Трамп заявив, що Марко Рубіо — це «високоповажний лідер і дуже потужний голос за свободу», тож він буде «справжнім другом наших союзників і безстрашним воїном, який ніколи не відступить перед нашими ворогами». У нещодавніх інтервʼю Рубіо казав, що Україні потрібно сідати за стіл переговорів з РФ, а не зосереджуватися на поверненні всіх окупованих нею українських територій. «Я не на боці Росії, але, на жаль, реальність така, що війна в Україні закінчиться шляхом переговорів», — сказав Рубіо NBC у вересні цього року. Наприкінці 2023 року Палата представників, де республіканці мали більшість, заблокувала пакет військової допомоги Україні. Рубіо був одним із 15 сенаторів-республіканців, які проголосували проти військової допомоги. Рішення ухвалили лише у квітні 2024 — така затримка негативно вплинула на ситуацію в Україні, зокрема на фронті, адже військова допомога США вичерпалася ще наприкінці 2023 року. The New York Times пише, що «попри жорсткі висловлювання про Росію в минулому, Рубіо, найімовірніше, погодиться з очікуваними планами Трампа тиснути на Україну, щоб вона знайшла спосіб врегулювати відносини з Росією, але залишилася поза НАТО». Видання зазначає, що Рубіо підтримав позицію Трампа щодо війни Росії проти України — він заявив, що «конфлікт зайшов у глухий кут» і «його треба довести до кінця». Водночас, коли наприкінці минулого року активіст запитав Рубіо, що він думає про численні загибелі палестинського цивільного населення, той відповів, що «ХАМАС винен на 100%». Фактично вигравши на президентських виборах, Трамп частково переміг велику кількість латиноамериканців, які переважною більшістю голосували за демократів. Обравши латиноамериканця Рубіо на посаду держсекретаря, Трамп може дати зрозуміти латиноамериканцям, що вони мають місце на найвищих щаблях його адміністрації. А Рубіо стане першим латиноамериканцем на цій посаді. Як держсекретар він, найімовірніше, надаватиме значно більшого значення Латинській Америці, ніж будь-хто з його попередників, сказав колишній помічник Ради національної безпеки з питань Латинської Америки в першій адміністрації Трампа Маурісіо Клавер-Кароне. Відомо, що Рубіо підтримував доволі сувору зовнішню політику щодо геополітичних суперників США, зокрема Ірану, Куби та, особливо, Китаю. Наприклад, у 2019 році Рубіо закликав Міністерство фінансів розпочати перевірку національної безпеки популярного китайського застосунку Musical.ly. Рубіо також виступав за заборону продажу китайської техніки Huawei. Окрім цього, Рубіо був співголовою двопартійної Виконавчої комісії Конгресу щодо Китаю, яка мала розробляти агресивну політику, особливо намагаючись усунути там порушення прав людини. У 2020 році Рубіо виступив автором законопроєкту, який мав запобігти імпорту китайських товарів, виготовлених із застосуванням примусової праці етнічної уйгурської меншини Китаю. Президент Байден підписав його наступного року. Під час першого президентського терміну Дональда Трампа Рубіо був одним з ініціаторів законопроєкту, що ускладнює процедуру відмови США від членства в НАТО. Це була відповідь на скептичне ставлення президента Трампа до НАТО, який критикував країни Альянсу за те, що ті не змогли досягти узгоджених цільових показників військових витрат. Тоді Трамп попереджав, що він не тільки відмовиться захищати країни, які «прострочують» фінансування, але й заохочуватиме Росію «робити все, що їй заманеться» щодо них. Останніми роками Рубіо дещо змінив свої погляди, щоб вони більше відповідали позиції Трампа, пишуть західні медіа. Трамп поступово збирає свою команду в Білому домі. 11 листопада він повідомив, що обрав представницю Республіканської партії Еліз Стефанік на посаду посла США в ООН. 12 листопада Трамп офіційно призначив представника Республіканської партії Майка Волтца своїм радником з національної безпеки. Засновник Tesla і Space X Ілон Маск і мільйонер Вівек Рамасвамі, який висувався в кандидати у президенти на праймеріз республіканців, очолять новий департамент ефективності уряду США (DOGE). На посаду голови Пентагону Трамп пропонує Піта Хегсета — ведучого Fox News і ветерана армії США, який служив в Іраку й Афганістані. А секретарем Департаменту внутрішньої безпеки республіканець планує призначити губернаторку Південної Дакоти Крісті Ноем.","https://babel.ua/news/112626-tramp-obrav-marka-rubio-na-posadu-derzhsekretarya-ssha"
"Прокурори просять 5 років вʼязниці для Марін Ле Пен у справі про зловживання коштами ЄС","2024-11-13 21:52:24","Прокуратура Парижу запросила пʼять років увʼязнення для лідерки французької ультраправої партії «Національне обʼєднання» Марін Ле Пен. Її звинувачують у розтраті грошей Європарламенту. Про це пише Politico. Водночас сторона обвинувачення просить, щоб три роки з цього терміну Ле Пен відбула умовно, а решту два — з дозволом замінити тюремне увʼязнення на носіння електронного браслета або інші менш жорсткі варіанти обмеження свободи. Також Ле Пен загрожує штраф у €300 тисяч. Крім того, обвинувачення вимагає заборонити Марін Ле Пен обиратися на політичні посади на строк до 10 років, повідомляє французький телеканал BFMTV. Сама Ле Пен говорила, що планує обиратися на посаду президента Франції у 2027 році. Якщо Ле Пен визнають винною, вона може оскаржити вирок. Питання полягатиме в тому, почнеться судовий процес до чи після 2027 року, коли у Франції заплановані наступні президентські вибори. Разом із нею судитимуть 26 інших підозрюваних, серед яких чинні й колишні французькі законодавці і деякі депутати Європарламенту. Усіх їх звинувачують у тому, що вони оплачували працю персоналу «Національного обʼєднання» з коштів, призначених для роботи Європарламенту. Європейським законодавцям виділяють кошти на покриття витрат, зокрема й на зарплати помічникам. Однак вони не мають права використовувати ці гроші на діяльність своєї партії. За даними слідства, партія «Національне обʼєднання» щороку витрачала по мільйону євро на оплату праці людей, які займалися внутрішньопартійними операціями. Імовірна схема діяла з 2004 до 2016 року. Ле Пен, як і раніше, продовжує заперечувати будь-які звинувачення проти неї.","https://babel.ua/news/112625-prokurori-prosyat-5-rokiv-v-yaznici-dlya-marin-le-pen-u-spravi-pro-zlovzhivannya-koshtami-yes"
"Німеччина надасть Україні ще одну систему ППО до кінця 2024 року","2024-11-13 21:02:48","Берлін доставить в Україну шосту заплановану систему протиповітряної оборони IRIS-T до кінця цього року. Про це повідомив президент України Володимир Зеленський. За його словами, це підтвердив канцлер ФРН Олаф Шольц. Лідери країн також обговорили поставки засобів ППО у 2025 році та додаткову допомогу Німеччини в цій сфері. «Ми погодилися з важливістю збереження формату «Рамштайн» і проведення наступної зустрічі координаційної групи. Я також наголосив, що бачення України щодо справедливого і тривалого миру має бути представлене на саміті G20 у Бразилії», — додав Зеленський.","https://babel.ua/news/112624-nimechchina-nadast-ukrajini-shche-odnu-sistemu-ppo-do-kincya-2024-roku"
"Новим лідером республіканців у Сенаті став Джон Тун — він підтримував Україну","2024-11-13 19:56:08","Новим лідером республіканців у Сенаті США обрали сенатора від Південної Дакоти Джона Туна. Про це пишуть CNN і BBC. У другому раунді виборів лідера республіканців у Сенаті Тун здобув 29 голосів, тоді як сенатор Техасу Джон Корнін — 24. А сенатор від штату Флорида Рік Скотт, якому віддавали перевагу прихильники Дональда Трампа, зокрема колишній ведучий Fox News Такер Карлсон, вибув у першому турі — він набрав лише 13 голосів. Джон Тун. Джон Тун працює в Сенаті з 2004 року, а донедавна був заступником Мітча Макконнелла — чинного лідера республіканців, який обіймав посаду 18 років і вирішив залишити її. Туна вважають досвідченим законодавцем. Він дотримується більш центристських позицій та має налагоджені відносини з більшістю колег-республіканців у Конгресі. У своїх попередніх заявах Тун активно підтримував Україну. У березні, коли тривали дискусії про ухвалення багатомільярдного пакета допомоги Києву, він говорив, що «Америка не може самоусунутись зі світової арени». Тоді Тун закликав збільшити відправку зброї Україні та наголошував на важливості подальшої підтримки. «Я б краще надіслав зброю, боєприпаси тощо, і нехай український народ, який справді добре справлявся з росіянами, виграє цю битву», — говорив він.","https://babel.ua/news/112623-novim-liderom-respublikanciv-u-senati-stav-dzhon-tun-vin-pidtrimuvav-ukrajinu"
"У Грузії опозиційні депутати відмовилися від мандатів. Вони не визнають результати виборів","2024-11-13 19:47:13","Депутати опозиційних коаліцій «Єдність — Національний рух» і «За зміни» у Грузії виходять зі складу нового парламенту. Вони звинувачують керівну партію «Грузинська мрія» у фальсифікаціях під час виборів у жовтні 2024 року. Про це повідомляє грузинське медіа SOVA. Опозиційні політики переконані, що голосування «вкрав» олігарх Бідзіна Іванішвілі, результати виборів сфальсифікували, а отже, парламент Грузії XI скликання нелегітимний. «Ми хочемо офіційно, кожен із нас, хто був у парламентському списку «Єдності — Національного руху», направити індивідуальний лист до Центральної виборчої комісії, щоб жодного з кандидатів не зареєстрували й щоб ЦВК не передала навіть з метою розгляду питання наших повноважень парламенту Грузії», — каже лідерка партії «Національний рух» Тіна Бокучава. Депутатка зазначила, що представники парламентів восьми країн Європейського Союзу не визнали вибори у країні легітимними. Союзники також наполягали, що необхідно розслідувати ймовірні факти фальсифікацій. Свій парламентський список також зняли члени коаліції «За зміни». Вони теж відмовилися від мандатів. Як заявив один з лідерів обʼєднання партій Ніка Гварамія, документ підпишуть усі 85 політиків виборчого списку. «Ми, всі ті, хто перебуває в цьому списку, відмовляємося співпрацювати в будь-якій формі з режимом, який краде вибори та просуває на нашій батьківщині інтереси Російської Федерації, нашого єдиного ворога в цьому світі», — висловився Гварамія. Парламентські вибори у Грузії пройшли 26 жовтня 2024 року. За даними ЦВК, перемогу здобула провладна партія «Грузинська мрія — Демократична Грузія», яка набрала 53,9% голосів. За грузинськими законами ця партія отримує право одноосібно сформувати уряд. Барʼєр у 5% подолали ще чотири прозахідні опозиційні партії: «Коаліція за зміни» — 10,92%, «Єдність — Національний рух» — 10,12%, «Сильна Грузія» — 8,78% і «Гахарія — за Грузію» — 7,76%. Опозиція з результатами не погодилась і почала проводити протести. На початку листопада суд міста Тетрі-Цкаро на півдні Грузії задовольнив позов про скасування результатів парламентських виборів 26 жовтня. Причина — порушення таємниці голосування. Недійсність результатів встановили на 30 виборчих дільницях. Пізніше Тбіліський апеляційний суд скасував рішення судді Володимира Хучуа, який підтвердив порушення таємниці голосування на парламентських виборах. Представники ОБСЄ заявили, що виборчий процес у Грузії порушував міжнародні демократичні стандарти. Спостерігачі помітили випадки підкупу голосів, подвійного голосування, фізичного насильства і залякування виборців, але факт прямих фальсифікацій не підтвердили. Голова Європейської ради Шарль Мішель закликав розслідувати парламентські вибори в Грузії. 28 жовтня у Тбілісі пройшла акція прихильників опозиції, на якій чинна президентка Саломе Зурабішвілі наголосила на нелегітимності виборів. Один з лідерів партії «Єдиний національний рух» Георгій Вашадзе заявив на мітингу, що опозиція вимагає повторних виборів, які проведе міжнародна адміністрація. 29 жовтня Центральна виборча комісія Грузії заявила, що перерахує бюлетені пʼяти виборчих дільниць (це приблизно 14% виборчих дільниць) у кожному виборчому окрузі, щоб перевірити дані. Міністерство закордонних справ України заявило, що країна «уважно спостерігала за перебігом парламентських виборів» у Грузії та підтримує висновки міжнародної місії ОБСЄ, яка зафіксувала численні порушення. У відомстві також закликали розслідувати голосування, щоб забезпечити легітимність виборів і уникнути політичної кризи.","https://babel.ua/news/112622-u-gruziji-opoziciyni-deputati-vidmovilisya-vid-mandativ-voni-ne-viznayut-rezultati-viboriv"
"Джо Байден і Дональд Трамп зустрілися в Білому домі — обговорили мирну передачу влади","2024-11-13 18:35:28","Джо Байден і Дональд Трамп зустрілися в Білому домі. Серед іншого, вони обговорили мирну передачу влади — це частина процедури передання повноважень після президентських виборів. Про це пише CNN. Байден заявив, що розраховує на «мʼякий перехід» влади в січні. Він запевнив, що забезпечить «комфортний прийом» для свого наступника. «Політика — справа жорстка, і в багатьох випадках це не дуже приємний світ. Але сьогодні це прекрасний світ, і я це дуже ціную», — додав Трамп. Байден сказав Трампу: «Ласкаво просимо назад», після чого вони потиснули один одному руки. Перша леді Джилл Байден приєдналася до Джо Байдена у вітанні новообраного президента Дональда Трампа. Вона також надіслала запрошення Меланії Трамп на традиційну зустріч перших леді, але, за джерелами CNN, та відмовилася. Тому Джилл Байден передала Трампу рукописного листа з привітанням для його першої леді. У 2020 році Трамп — тоді президент США, який боровся за висування на другий строк — відмовився визнати перемогу свого суперника Байдена на виборах і намагався оскаржити її в суді. Він також не був присутнім на інавгурації Байдена, хоча це передбачає американська традиція.","https://babel.ua/news/112620-dzho-bayden-i-donald-tramp-zustrilisya-u-bilomu-domi-obgovorili-mirnu-peredachu-vladi"
"Голову ліквідованого ОАСК Павла Вовка відсторонили від здійснення правосуддя","2024-11-13 18:30:22","Суддю та колишнього очільника ліквідованого Окружного адміністративного суду Києва Павла Вовка тимчасово відсторонили від здійснення правосуддя. Про це повідомили у Вищій раді правосуддя на підставі рішення Третьої дисциплінарної палати ВРП. На думку доповідачів у справі, поведінка Вовка «порочить звання судді та підриває довіру до судової влади». Вовка відсторонять від посади до того часу, поки Вища рада правосуддя не винесе рішення про його звільнення з посади або про скасування цього рішення. Національне антикорупційне бюро України підозрює главу Окружного адмінсуду Вовка та інших суддів ОАСК — Аблова, Погрібніченка, Келеберду, Огурцова, Качура і Саніна — у корупції та спробах захопити державну владу. 17 липня 2020 року НАБУ представило запис розмов Вовка і суддів ОАСК, згодом оприлюднили нові записи. Того ж дня працівники НАБУ провели обшуки в суді, після чого Вовку та його заступнику Євгену Аблову повідомили про підозру. Справа наразі перебуває на розгляді в суді. 9 грудня 2022 року Державний департамент США запровадив санкції проти очільника Окружного адмінсуду Києва Павла Вовка та двох його найближчих родичів — «через вимагання хабарів в обмін на втручання в судові та інші державні процеси».","https://babel.ua/news/112619-golovu-likvidovanogo-oask-pavla-vovka-vidstoronili-vid-posadi"
"Фільм «Глухі коханці» не приберуть із програми кінофестивалю в Таллінні","2024-11-13 17:56:40","Фільм російського режисера Бориса Гуца «Глухі коханці» не прибиратимуть з основної програми Талліннського кінофестивалю «Темні ночі» (PÖFF), попри заклики Державного агентства України з питань кіно та українського Міністерства закордонних справ. Про це повідомляє ERR. Після звернення українських кінематографістів фестиваль вилучив «Глухих коханців» зі спеціального відбору, однак стрічку лишили в основній конкурсній програмі, тож її покажуть глядачам на фестивалі. «Фільм покажуть на PÖFF, тому що ми обрали його не випадково — він у програмі, тому що він художньо і змістовно дуже гострий і дає можливість поговорити про актуальні теми», — сказала директорка PÖFF Тііна Локк. На її думку, якщо фестиваль піддасться постійній забороні певних фільмів, він втратить імунітет до пропаганди. Світова премʼєра «Глухих коханців» відбудеться на PÖFF. За словами Локк, фільм ще ніхто не бачив, але навколо нього вже розгорнули величезну наклепницьку кампанію. «Цей фільм зазнає дуже лютої атаки з боку російських опозиціонерів, білорусів і українців, у яких точки зору, звичайно, дуже різні, і цей фільм також можна дуже по-різному трактувати, у цьому його шарм», — наголосила вона. Фестиваль також розіслав звернення до громадськості, в якому наголосив, що «Глухі коханці» «не є російським фільмом, оскільки його автор Борис Гуц покинув Росію після початку повномасштабної війни й жив як біженець у різних європейських країнах, а зараз живе в Сербії». Мовляв, він неодноразово виступав проти війни, розпочатої Росією та режимом Путіна. Премʼєра фільму «Глухі коханці» відбудеться на PÖFF у неділю, 17 листопада, о 20:30. Стрічка розповідає про кохання української переселенки та росіянина — їх грають російські актори Даніїл Газізуллін та Анастасія Шемякіна. «У Стамбулі зустрічаються дівчина і хлопець. В обох мало грошей на життя в чужому місті, обоє глухі. Вони проводять час разом, роблячи те, що завжди роблять молоді люди — безтурботно розважаються і шукають близькості. Вони закохані. Але все не так райдужно, як здається. Вона з України, він з Росії, а десь у них вдома йде війна», — йдеться в описі фільму на сайті фестивалю. Напередодні Держкіно закликало організаторів кінофестивалю виключити фільм з основної програми фестивалю. «З огляду на агресію Росії проти України та численні страждання українського народу, особливо важливо забезпечити, щоб культурні платформи не ставали інструментами для фільмів, які розмивають кордони розуміння реальності українців», — наголосили в агентстві. Цікаво, що російський фільм на фестивалі показуватимуть у рамках програми Standing with Ukraine. У цій же програмі є й українські стрічки — «Сентиментальна подорож до планети Параджанова», «Мирні люди», «Порцелянова війна», «Редакція», «Ти — Космос» та інші. Слідом за Держкіно зреагувало і МЗС України. «Воєнні злочини не можна виправдати. Чергова спроба гуманізувати Росію як агресора та відбілити її за допомогою культури як інструменту розчаровує», — написали в МЗС.","https://babel.ua/news/112618-film-gluhi-kohanci-ne-priberut-iz-programi-kinofestivalyu-u-tallinni"
"Fox News: Трамп «скоро» призначить представника, який очолить переговори про припинення війни з РФ","2024-11-13 17:36:19","Очікується, що новообраний президент США Дональд Трамп незабаром призначить представника з України, який очолить переговори щодо припинення війни з Росією. Про це повідомляє Fox News Digital з посиланням на джерела. «Ви побачите дуже високопоставленого спеціального посланника, когось із великою довірою, кому дадуть завдання знайти рішення, дійти до мирного врегулювання», — сказало одне з джерел для Fox News Digital. Видання пише, що, імовірно, людина на цій посаді не отримуватиме заробітної плати, як це було з Куртом Волкером, який працював спеціальним представником на українських переговорах у 2017—2019 роках. Wall Street Journal писала, що майбутній президент США республіканець Дональд Трамп наразі не вирішив, як саме він планує завершити війну Росії проти України. Деякі його радники запропонували модель, де США надаватиме українцям зброю в обмін на те, що Україна не вступатиме до НАТО протягом 20 років. За цим планом лінію фронту заморозять, а обидві сторони погодяться на 1 287 кілометрів демілітаризованої зони. Команда Трампа каже, що він ще не визначився з планом, як припинити війну в Україні, хоча його радники вже пропонували різні сценарії. Наразі Трамп не знає, як посадити за стіл переговорів президента України Володимира Зеленського та Путіна. WSJ пише, що в усіх планах радників Трампа йдеться про те, щоб заморозити війну і змусити Україну тимчасово відмовитися від вступу в НАТО. Віцепрезидентом Трамп обрав Джеймса Девіда Венса. Венс послідовно виступає проти допомоги Україні та заявляє, що Києву доведеться поступитися деякими територіями задля припинення вогню. Інші члени нового уряду Трампа теж раніше критикували допомогу Україні та казали про поступки територією.","https://babel.ua/news/112617-fox-news-tramp-skoro-priznachit-ukrajinskogo-mirnogo-poslannika-yakiy-ocholit-peregovori-pro-pripinennya-viyni-z-rf"
